fpr,tpr,threshold
1.595900439238653046e-01,7.415730337078652035e-01,9.678705334663391113e-01
1.610541727672035184e-01,7.415730337078652035e-01,9.678311944007873535e-01
1.610541727672035184e-01,7.426966292134831171e-01,9.678142070770263672e-01
1.639824304538799460e-01,7.426966292134831171e-01,9.674516916275024414e-01
1.639824304538799460e-01,7.438202247191011418e-01,9.674276709556579590e-01
1.654465592972181598e-01,7.438202247191011418e-01,9.674142599105834961e-01
1.654465592972181598e-01,7.483146067415730185e-01,9.666415452957153320e-01
1.669106881405563736e-01,7.483146067415730185e-01,9.665777683258056641e-01
1.669106881405563736e-01,7.494382022471910432e-01,9.665099382400512695e-01
1.683748169838945874e-01,7.494382022471910432e-01,9.665030241012573242e-01
1.683748169838945874e-01,7.505617977528089568e-01,9.663417935371398926e-01
1.713030746705710150e-01,7.505617977528089568e-01,9.660204052925109863e-01
1.713030746705710150e-01,7.539325842696629199e-01,9.657864570617675781e-01
1.727672035139092288e-01,7.539325842696629199e-01,9.657123088836669922e-01
1.727672035139092288e-01,7.561797752808988582e-01,9.656919240951538086e-01
1.771595900439238702e-01,7.561797752808988582e-01,9.650538563728332520e-01
1.771595900439238702e-01,7.595505617977528212e-01,9.648702740669250488e-01
1.800878477306002978e-01,7.595505617977528212e-01,9.647221565246582031e-01
1.800878477306002978e-01,7.617977528089887596e-01,9.643222689628601074e-01
1.815519765739385116e-01,7.617977528089887596e-01,9.642460942268371582e-01
1.815519765739385116e-01,7.662921348314606362e-01,9.636690020561218262e-01
1.830161054172767254e-01,7.662921348314606362e-01,9.636648893356323242e-01
1.830161054172767254e-01,7.707865168539326239e-01,9.634288549423217773e-01
1.903367496339677944e-01,7.707865168539326239e-01,9.627462625503540039e-01
1.903367496339677944e-01,7.719101123595505376e-01,9.626891016960144043e-01
1.918008784773060083e-01,7.719101123595505376e-01,9.626640677452087402e-01
1.918008784773060083e-01,7.741573033707864759e-01,9.625001549720764160e-01
1.932650073206442221e-01,7.741573033707864759e-01,9.623539447784423828e-01
1.932650073206442221e-01,7.752808988764045006e-01,9.622798562049865723e-01
1.947291361639824359e-01,7.752808988764045006e-01,9.621424674987792969e-01
1.947291361639824359e-01,7.797752808988763773e-01,9.613882303237915039e-01
1.961932650073206497e-01,7.797752808988763773e-01,9.608951210975646973e-01
1.961932650073206497e-01,7.808988764044944020e-01,9.604946374893188477e-01
1.991215226939970773e-01,7.808988764044944020e-01,9.603810906410217285e-01
1.991215226939970773e-01,7.820224719101123156e-01,9.601061344146728516e-01
2.005856515373352911e-01,7.820224719101123156e-01,9.598918557167053223e-01
2.005856515373352911e-01,7.831460674157303403e-01,9.598886966705322266e-01
2.064421669106881463e-01,7.831460674157303403e-01,9.592440128326416016e-01
2.064421669106881463e-01,7.842696629213483650e-01,9.591623544692993164e-01
2.079062957540263601e-01,7.842696629213483650e-01,9.591285586357116699e-01
2.079062957540263601e-01,7.853932584269662787e-01,9.591038227081298828e-01
2.093704245973645739e-01,7.853932584269662787e-01,9.590188264846801758e-01
2.093704245973645739e-01,7.887640449438202417e-01,9.588732123374938965e-01
2.122986822840410015e-01,7.887640449438202417e-01,9.587662220001220703e-01
2.122986822840410015e-01,7.910112359550561800e-01,9.585012793540954590e-01
2.137628111273792153e-01,7.910112359550561800e-01,9.584907889366149902e-01
2.137628111273792153e-01,7.943820224719101430e-01,9.577214717864990234e-01
2.152269399707174291e-01,7.943820224719101430e-01,9.576115012168884277e-01
2.152269399707174291e-01,7.966292134831460814e-01,9.572337865829467773e-01
2.166910688140556429e-01,7.966292134831460814e-01,9.571857452392578125e-01
2.166910688140556429e-01,7.988764044943820197e-01,9.567704796791076660e-01
2.225475841874084981e-01,7.988764044943820197e-01,9.561994075775146484e-01
2.225475841874084981e-01,8.044943820224719211e-01,9.555551409721374512e-01
2.254758418740849257e-01,8.044943820224719211e-01,9.550199508666992188e-01
2.254758418740849257e-01,8.056179775280898347e-01,9.546794891357421875e-01
2.269399707174231395e-01,8.056179775280898347e-01,9.544982910156250000e-01
2.269399707174231395e-01,8.067415730337078594e-01,9.544032216072082520e-01
2.313323572474377809e-01,8.067415730337078594e-01,9.542723894119262695e-01
2.313323572474377809e-01,8.078651685393258841e-01,9.542199373245239258e-01
2.342606149341142086e-01,8.078651685393258841e-01,9.540807604789733887e-01
2.342606149341142086e-01,8.089887640449437978e-01,9.539501070976257324e-01
2.357247437774524224e-01,8.089887640449437978e-01,9.538677930831909180e-01
2.357247437774524224e-01,8.101123595505618225e-01,9.537551403045654297e-01
2.371888726207906362e-01,8.101123595505618225e-01,9.537293314933776855e-01
2.371888726207906362e-01,8.112359550561797361e-01,9.533061981201171875e-01
2.401171303074670638e-01,8.112359550561797361e-01,9.529931545257568359e-01
2.401171303074670638e-01,8.134831460674157855e-01,9.528881311416625977e-01
2.459736456808199190e-01,8.134831460674157855e-01,9.521986246109008789e-01
2.459736456808199190e-01,8.179775280898876622e-01,9.512856006622314453e-01
2.474377745241581328e-01,8.179775280898876622e-01,9.512397050857543945e-01
2.474377745241581328e-01,8.213483146067416252e-01,9.505497813224792480e-01
2.489019033674963466e-01,8.213483146067416252e-01,9.505494236946105957e-01
2.489019033674963466e-01,8.224719101123595388e-01,9.503557085990905762e-01
2.518301610541727742e-01,8.224719101123595388e-01,9.501318335533142090e-01
2.518301610541727742e-01,8.235955056179775635e-01,9.499874711036682129e-01
2.532942898975109602e-01,8.235955056179775635e-01,9.495812654495239258e-01
2.532942898975109602e-01,8.292134831460674649e-01,9.487327933311462402e-01
2.576866764275256294e-01,8.292134831460674649e-01,9.486572146415710449e-01
2.576866764275256294e-01,8.325842696629213169e-01,9.482833147048950195e-01
2.591508052708638155e-01,8.325842696629213169e-01,9.482201337814331055e-01
2.591508052708638155e-01,8.337078651685393416e-01,9.480358362197875977e-01
2.620790629575402431e-01,8.337078651685393416e-01,9.477574825286865234e-01
2.620790629575402431e-01,8.348314606741572552e-01,9.476945400238037109e-01
2.650073206442166707e-01,8.348314606741572552e-01,9.469940066337585449e-01
2.650073206442166707e-01,8.370786516853933046e-01,9.467229843139648438e-01
2.693997071742313398e-01,8.370786516853933046e-01,9.464803934097290039e-01
2.693997071742313398e-01,8.415730337078651813e-01,9.458485245704650879e-01
2.708638360175695259e-01,8.415730337078651813e-01,9.457848072052001953e-01
2.708638360175695259e-01,8.426966292134830949e-01,9.456259012222290039e-01
2.752562225475841950e-01,8.426966292134830949e-01,9.444955587387084961e-01
2.752562225475841950e-01,8.449438202247191443e-01,9.443525075912475586e-01
2.825768667642752363e-01,8.449438202247191443e-01,9.434727430343627930e-01
2.825768667642752363e-01,8.494382022471910210e-01,9.423766732215881348e-01
2.840409956076134779e-01,8.494382022471910210e-01,9.423254728317260742e-01
2.840409956076134779e-01,8.505617977528089346e-01,9.420741200447082520e-01
2.869692532942899055e-01,8.505617977528089346e-01,9.420011043548583984e-01
2.869692532942899055e-01,8.516853932584269593e-01,9.419258236885070801e-01
2.884333821376280915e-01,8.516853932584269593e-01,9.418032169342041016e-01
2.884333821376280915e-01,8.528089887640449840e-01,9.417576193809509277e-01
2.898975109809663331e-01,8.528089887640449840e-01,9.416349530220031738e-01
2.898975109809663331e-01,8.539325842696628976e-01,9.416012763977050781e-01
2.942898975109809467e-01,8.539325842696628976e-01,9.408239126205444336e-01
2.942898975109809467e-01,8.561797752808988360e-01,9.398701786994934082e-01
2.972181551976573743e-01,8.561797752808988360e-01,9.397590160369873047e-01
2.972181551976573743e-01,8.573033707865168607e-01,9.397562146186828613e-01
2.986822840409956159e-01,8.573033707865168607e-01,9.393414855003356934e-01
2.986822840409956159e-01,8.584269662921348854e-01,9.392179250717163086e-01
3.045387994143484711e-01,8.584269662921348854e-01,9.388106465339660645e-01
3.045387994143484711e-01,8.651685393258427004e-01,9.375910758972167969e-01
3.074670571010248987e-01,8.651685393258427004e-01,9.366412758827209473e-01
3.074670571010248987e-01,8.662921348314607251e-01,9.365041851997375488e-01
3.089311859443630848e-01,8.662921348314607251e-01,9.363604784011840820e-01
3.089311859443630848e-01,8.696629213483145771e-01,9.359109401702880859e-01
