fpr,tpr,threshold
1.449487554904831665e-01,6.831460674157303625e-01,9.979440569877624512e-01
1.449487554904831665e-01,6.865168539325842145e-01,9.979341626167297363e-01
1.478770131771595941e-01,6.865168539325842145e-01,9.979265928268432617e-01
1.478770131771595941e-01,6.887640449438202639e-01,9.979085922241210938e-01
1.493411420204978080e-01,6.887640449438202639e-01,9.978766441345214844e-01
1.493411420204978080e-01,6.921348314606741159e-01,9.978633522987365723e-01
1.508052708638360218e-01,6.921348314606741159e-01,9.978424906730651855e-01
1.508052708638360218e-01,6.932584269662921406e-01,9.978358745574951172e-01
1.522693997071742356e-01,6.932584269662921406e-01,9.978267550468444824e-01
1.522693997071742356e-01,6.955056179775280789e-01,9.977995753288269043e-01
1.537335285505124494e-01,6.955056179775280789e-01,9.977962374687194824e-01
1.537335285505124494e-01,6.988764044943820419e-01,9.977580308914184570e-01
1.551976573938506632e-01,6.988764044943820419e-01,9.977532625198364258e-01
1.551976573938506632e-01,7.011235955056179803e-01,9.977466464042663574e-01
1.581259150805270908e-01,7.011235955056179803e-01,9.977213144302368164e-01
1.581259150805270908e-01,7.056179775280898570e-01,9.977101087570190430e-01
1.595900439238653046e-01,7.056179775280898570e-01,9.976916909217834473e-01
1.595900439238653046e-01,7.101123595505618447e-01,9.976733326911926270e-01
1.625183016105417322e-01,7.101123595505618447e-01,9.976199865341186523e-01
1.625183016105417322e-01,7.112359550561797583e-01,9.976146221160888672e-01
1.654465592972181598e-01,7.112359550561797583e-01,9.975799322128295898e-01
1.654465592972181598e-01,7.202247191011236227e-01,9.975433945655822754e-01
1.683748169838945874e-01,7.202247191011236227e-01,9.975349903106689453e-01
1.683748169838945874e-01,7.224719101123595610e-01,9.975220561027526855e-01
1.698389458272328012e-01,7.224719101123595610e-01,9.975147843360900879e-01
1.698389458272328012e-01,7.258426966292135241e-01,9.974827766418457031e-01
1.713030746705710150e-01,7.258426966292135241e-01,9.974632859230041504e-01
1.713030746705710150e-01,7.269662921348314377e-01,9.974460005760192871e-01
1.727672035139092288e-01,7.269662921348314377e-01,9.974406957626342773e-01
1.727672035139092288e-01,7.303370786516854007e-01,9.974089860916137695e-01
1.742313323572474426e-01,7.303370786516854007e-01,9.974061846733093262e-01
1.742313323572474426e-01,7.314606741573034254e-01,9.973986148834228516e-01
1.771595900439238702e-01,7.314606741573034254e-01,9.973903894424438477e-01
1.771595900439238702e-01,7.348314606741572774e-01,9.973489642143249512e-01
1.786237188872620840e-01,7.348314606741572774e-01,9.973310232162475586e-01
1.786237188872620840e-01,7.359550561797753021e-01,9.973285198211669922e-01
1.800878477306002978e-01,7.359550561797753021e-01,9.973242282867431641e-01
1.800878477306002978e-01,7.393258426966292651e-01,9.972482919692993164e-01
1.815519765739385116e-01,7.393258426966292651e-01,9.972369074821472168e-01
1.815519765739385116e-01,7.404494382022471788e-01,9.972216486930847168e-01
1.830161054172767254e-01,7.404494382022471788e-01,9.972161054611206055e-01
1.830161054172767254e-01,7.426966292134831171e-01,9.972028136253356934e-01
1.888726207906295806e-01,7.426966292134831171e-01,9.971840977668762207e-01
1.888726207906295806e-01,7.449438202247190555e-01,9.971730709075927734e-01
1.903367496339677944e-01,7.449438202247190555e-01,9.971695542335510254e-01
